_ws.col.No.,_ws.col.Time,timestamp,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,tcp.srcport,tcp.dstport,tcp.ack,tcp.seq,tcp.flags.syn,tcp.flags.ack,tcp.flags.fin,tcp.flags.reset,tcp.options.mptcp.rawdataseqno,tcp.window_size,tcp.len,tcp.hdr_len,tcp.analysis.lost_segment,tcp.analysis.ack_rtt,tcp.analysis.retransmission,tcp.analysis.fast_retransmission,tcp.analysis.spurious_retransmission,tcp.analysis.bytes_in_flight
19398,2017-12-22 15:23:11.593760689,1513927391.5937607,192.168.82.72,222.29.98.225,TCP,59027,40002,356504356,3156777493,0,1,0,0,,3145728,0,32,,0.000094028,,,,
19399,2017-12-22 15:23:11.594950964,1513927391.594951,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356504356,0,1,0,0,,29056,1358,32,,,,,,1358
19400,2017-12-22 15:23:11.594981770,1513927391.5949817,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356512504,0,1,0,0,,29056,1358,32,1,,,,,
19401,2017-12-22 15:23:11.594952106,1513927391.594952,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356505714,0,1,0,0,,29056,1358,32,,,1,,,
19402,2017-12-22 15:23:11.594952738,1513927391.5949528,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356507072,0,1,0,0,,29056,1358,32,,,1,,,
19403,2017-12-22 15:23:11.594953353,1513927391.5949533,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356508430,0,1,0,0,,29056,1358,32,,,1,,,
19404,2017-12-22 15:23:11.595007307,1513927391.5950074,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356513862,0,1,0,0,,29056,1358,32,,,,,,
19405,2017-12-22 15:23:11.594953932,1513927391.594954,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356509788,0,1,0,0,,29056,1358,32,,,1,,,
19406,2017-12-22 15:23:11.594954539,1513927391.5949545,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356511146,0,1,0,0,,29056,1358,32,,,1,,,
19407,2017-12-22 15:23:11.595061145,1513927391.595061,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356515220,0,1,0,0,,29056,1358,32,,,,,,
19408,2017-12-22 15:23:11.595070592,1513927391.5950706,192.168.82.72,222.29.98.225,TCP,59027,40002,356505714,3156777493,0,1,0,0,,3145728,0,32,,0.000119628,,,,
19409,2017-12-22 15:23:11.595093866,1513927391.595094,192.168.82.72,222.29.98.225,TCP,59027,40002,356507072,3156777493,0,1,0,0,,3145728,0,32,,0.000141760,,,,
19410,2017-12-22 15:23:11.595105458,1513927391.5951054,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356516578,0,1,0,0,,29056,1358,32,,,,,,10864
19411,2017-12-22 15:23:11.595113398,1513927391.5951135,192.168.82.72,222.29.98.225,TCP,59027,40002,356507072,3156777493,0,1,0,0,,3145728,0,44,,,,,,
19412,2017-12-22 15:23:11.595129036,1513927391.595129,192.168.82.72,222.29.98.225,TCP,59027,40002,356508430,3156777493,0,1,0,0,,3144704,0,44,,0.000176298,,,,
19413,2017-12-22 15:23:11.595145020,1513927391.595145,192.168.82.72,222.29.98.225,TCP,59027,40002,356509788,3156777493,0,1,0,0,,3144704,0,44,,0.000191667,,,,
19414,2017-12-22 15:23:11.595157183,1513927391.5951571,192.168.82.72,222.29.98.225,TCP,59027,40002,356509788,3156777493,0,1,0,0,,3144704,0,44,,,,,,
19415,2017-12-22 15:23:11.595175103,1513927391.595175,192.168.82.72,222.29.98.225,TCP,59027,40002,356511146,3156777493,0,1,0,0,,3143680,0,44,,0.000221171,,,,
19416,2017-12-22 15:23:11.595190662,1513927391.5951908,192.168.82.72,222.29.98.225,TCP,59027,40002,356515220,3156777493,0,1,0,0,,3143680,0,32,,0.000183355,,,,
19417,2017-12-22 15:23:11.595185662,1513927391.5951858,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356517936,0,1,0,0,,29056,1358,32,,,,,,4074
19418,2017-12-22 15:23:11.595190532,1513927391.5951905,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356519294,0,1,0,0,,29056,1358,32,,,,,,5432
19419,2017-12-22 15:23:11.595207756,1513927391.5952077,192.168.82.72,222.29.98.225,TCP,59027,40002,356516578,3156777493,0,1,0,0,,3145728,0,32,,0.000146611,,,,
19420,2017-12-22 15:23:11.595219385,1513927391.5952194,192.168.82.72,222.29.98.225,TCP,59027,40002,356517936,3156777493,0,1,0,0,,3145728,0,32,,0.000113927,,,,
19421,2017-12-22 15:23:11.595221871,1513927391.5952218,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356520652,0,1,0,0,,29056,1358,32,,,,,,4074
19422,2017-12-22 15:23:11.595234613,1513927391.5952346,192.168.82.72,222.29.98.225,TCP,59027,40002,356519294,3156777493,0,1,0,0,,3145728,0,32,,0.000048951,,,,
19423,2017-12-22 15:23:11.595244881,1513927391.595245,192.168.82.72,222.29.98.225,TCP,59027,40002,356520652,3156777493,0,1,0,0,,3145728,0,32,,0.000054349,,,,
19424,2017-12-22 15:23:11.595259324,1513927391.5952594,192.168.82.72,222.29.98.225,TCP,59027,40002,356522010,3156777493,0,1,0,0,,3145728,0,32,,0.000037453,,,,
19425,2017-12-22 15:23:11.595264866,1513927391.595265,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356522010,0,1,0,0,,29056,1358,32,,,,,,1358
19426,2017-12-22 15:23:11.595281338,1513927391.5952814,192.168.82.72,222.29.98.225,TCP,59027,40002,356523368,3156777493,0,1,0,0,,3144704,0,32,,0.000016472,,,,
19427,2017-12-22 15:23:11.595303510,1513927391.5953035,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356523368,0,1,0,0,,29056,1358,32,,,,,,1358
19428,2017-12-22 15:23:11.595313830,1513927391.5953138,192.168.82.72,222.29.98.225,TCP,59027,40002,356524726,3156777493,0,1,0,0,,3145728,0,32,,0.000010320,,,,
19429,2017-12-22 15:23:11.595354082,1513927391.595354,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356524726,0,1,0,0,,29056,1358,32,,,,,,1358
19430,2017-12-22 15:23:11.595389079,1513927391.5953891,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356526084,0,1,0,0,,29056,1358,32,,,,,,2716
19431,2017-12-22 15:23:11.595393978,1513927391.595394,192.168.82.72,222.29.98.225,TCP,59027,40002,356526084,3156777493,0,1,0,0,,3145728,0,32,,0.000039896,,,,
19432,2017-12-22 15:23:11.595421404,1513927391.5954213,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356527442,0,1,0,0,,29056,1358,32,,,,,,2716
19433,2017-12-22 15:23:11.595430609,1513927391.5954306,192.168.82.72,222.29.98.225,TCP,59027,40002,356527442,3156777493,0,1,0,0,,3145728,0,32,,0.000041530,,,,
19434,2017-12-22 15:23:11.595438645,1513927391.5954387,192.168.82.72,222.29.98.225,TCP,59027,40002,356528800,3156777493,0,1,0,0,,3145728,0,32,,0.000017241,,,,
19435,2017-12-22 15:23:11.595468891,1513927391.595469,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356528800,0,1,0,0,,29056,1358,32,,,,,,1358
19436,2017-12-22 15:23:11.595496936,1513927391.595497,192.168.82.72,222.29.98.225,TCP,59027,40002,356530158,3156777493,0,1,0,0,,3145728,0,32,,0.000028045,,,,
19437,2017-12-22 15:23:11.595510551,1513927391.5955105,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356530158,0,1,0,0,,29056,1358,32,,,,,,1358
19438,2017-12-22 15:23:11.595544237,1513927391.5955443,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356531516,0,1,0,0,,29056,1358,32,,,,,,2716
19439,2017-12-22 15:23:11.595571113,1513927391.595571,192.168.82.72,222.29.98.225,TCP,59027,40002,356531516,3156777493,0,1,0,0,,3145728,0,32,,0.000060562,,,,
19440,2017-12-22 15:23:11.595582926,1513927391.595583,192.168.82.72,222.29.98.225,TCP,59027,40002,356532874,3156777493,0,1,0,0,,3145728,0,32,,0.000038689,,,,
19441,2017-12-22 15:23:11.595587705,1513927391.5955877,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356532874,0,1,0,0,,29056,1358,32,,,,,,1358
19442,2017-12-22 15:23:11.595686872,1513927391.595687,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356534232,0,1,0,0,,29056,1358,32,,,,,,2716
19443,2017-12-22 15:23:11.595702020,1513927391.595702,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356535590,0,1,0,0,,29056,1358,32,,,,,,4074
19444,2017-12-22 15:23:11.595703653,1513927391.5957036,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356536948,0,1,0,0,,29056,1358,32,,,,,,5432
19445,2017-12-22 15:23:11.595723371,1513927391.5957234,192.168.82.72,222.29.98.225,TCP,59027,40002,356535590,3156777493,0,1,0,0,,3145728,0,32,,0.000036499,,,,
19446,2017-12-22 15:23:11.595736875,1513927391.595737,192.168.82.72,222.29.98.225,TCP,59027,40002,356538306,3156777493,0,1,0,0,,3143680,0,32,,0.000033222,,,,
19447,2017-12-22 15:23:11.595754949,1513927391.5957549,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356538306,0,1,0,0,,29056,1358,32,,,,,,1358
19448,2017-12-22 15:23:11.595787036,1513927391.595787,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356539664,0,1,0,0,,29056,1358,32,,,,,,2716
19449,2017-12-22 15:23:11.595830061,1513927391.59583,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356541022,0,1,0,0,,29056,1358,32,,,,,,4074
19450,2017-12-22 15:23:11.595869567,1513927391.5958695,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356542380,0,1,0,0,,29056,1358,32,,,,,,5432
19451,2017-12-22 15:23:11.595877167,1513927391.5958772,192.168.82.72,222.29.98.225,TCP,59027,40002,356542380,3156777493,0,1,0,0,,3145728,0,32,,0.000047106,,,,
19452,2017-12-22 15:23:11.595914640,1513927391.5959146,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356543738,0,1,0,0,,29056,1358,32,,,,,,2716
19453,2017-12-22 15:23:11.595916298,1513927391.5959163,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356545096,0,1,0,0,,29056,0,32,,,,,,
19454,2017-12-22 15:23:11.595944885,1513927391.595945,192.168.82.72,222.29.98.225,TCP,59027,40002,356545096,3156777493,0,1,0,0,,3145728,0,32,,0.000030245,,,,
19455,2017-12-22 15:23:11.595949558,1513927391.5959496,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356545096,0,1,0,0,,29056,1358,32,,,,,,1358
19456,2017-12-22 15:23:11.596025913,1513927391.596026,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356546454,0,1,0,0,,29056,1358,32,,,,,,2716
19457,2017-12-22 15:23:11.596041994,1513927391.596042,192.168.82.72,222.29.98.225,TCP,59027,40002,356547812,3156777493,0,1,0,0,,3145728,0,32,,0.000016081,,,,
19458,2017-12-22 15:23:11.596066372,1513927391.5960665,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356547812,0,1,0,0,,29056,1358,32,,,,,,1358
19459,2017-12-22 15:23:11.596114356,1513927391.5961144,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356549170,0,1,0,0,,29056,1358,32,,,,,,2716
19460,2017-12-22 15:23:11.596115884,1513927391.5961158,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356550528,0,1,0,0,,29056,1358,32,,,,,,4074
19461,2017-12-22 15:23:11.596132885,1513927391.596133,192.168.82.72,222.29.98.225,TCP,59027,40002,356550528,3156777493,0,1,0,0,,3145728,0,32,,0.000018529,,,,
19462,2017-12-22 15:23:11.596163817,1513927391.5961637,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356551886,0,1,0,0,,29056,1358,32,,,,,,2716
19463,2017-12-22 15:23:11.596179817,1513927391.5961797,192.168.82.72,222.29.98.225,TCP,59027,40002,356553244,3156777493,0,1,0,0,,3145728,0,32,,0.000016000,,,,
19464,2017-12-22 15:23:11.596202546,1513927391.5962026,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356553244,0,1,0,0,,29056,1358,32,,,,,,1358
19465,2017-12-22 15:23:11.596244279,1513927391.5962443,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356554602,0,1,0,0,,29056,1358,32,,,,,,2716
19466,2017-12-22 15:23:11.596258171,1513927391.5962582,192.168.82.72,222.29.98.225,TCP,59027,40002,356555960,3156777493,0,1,0,0,,3145728,0,32,,0.000013892,,,,
19467,2017-12-22 15:23:11.596284449,1513927391.5962844,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356555960,0,1,0,0,,29056,1358,32,,,,,,1358
19468,2017-12-22 15:23:11.596321520,1513927391.5963216,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356557318,0,1,0,0,,29056,1358,32,,,,,,2716
19469,2017-12-22 15:23:11.596336645,1513927391.5963366,192.168.82.72,222.29.98.225,TCP,59027,40002,356558676,3156777493,0,1,0,0,,3145728,0,32,,0.000015125,,,,
19470,2017-12-22 15:23:11.596363494,1513927391.5963635,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356558676,0,1,0,0,,29056,1358,32,,,,,,1358
19471,2017-12-22 15:23:11.598861202,1513927391.5988612,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356560034,0,1,0,0,,29056,1358,32,,,,,,2716
19472,2017-12-22 15:23:11.598877593,1513927391.5988777,192.168.82.72,222.29.98.225,TCP,59027,40002,356561392,3156777493,0,1,0,0,,3145728,0,32,,0.000016391,,,,
19473,2017-12-22 15:23:11.598883395,1513927391.5988834,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356561392,0,1,0,0,,29056,1358,32,,,,,,1358
19474,2017-12-22 15:23:11.598922520,1513927391.5989225,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356562750,0,1,0,0,,29056,1358,32,,,,,,2716
19475,2017-12-22 15:23:11.598937714,1513927391.5989377,192.168.82.72,222.29.98.225,TCP,59027,40002,356564108,3156777493,0,1,0,0,,3145728,0,32,,0.000015194,,,,
19476,2017-12-22 15:23:11.599950150,1513927391.59995,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356564108,0,1,0,0,,29056,1358,32,,,,,,1358
19477,2017-12-22 15:23:11.599950902,1513927391.5999508,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356565466,0,1,0,0,,29056,1358,32,,,,,,2716
19478,2017-12-22 15:23:11.599972516,1513927391.5999725,192.168.82.72,222.29.98.225,TCP,59027,40002,356566824,3156777493,0,1,0,0,,3145728,0,32,,0.000021614,,,,
19479,2017-12-22 15:23:11.599986923,1513927391.599987,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356566824,0,1,0,0,,29056,1358,32,,,,,,1358
19480,2017-12-22 15:23:11.608114603,1513927391.6081147,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356568182,0,1,0,0,,29056,1358,32,,,,,,2716
19481,2017-12-22 15:23:11.608115695,1513927391.6081157,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356569540,0,1,0,0,,29056,1358,32,,,,,,4074
19482,2017-12-22 15:23:11.608116391,1513927391.6081164,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356570898,0,1,0,0,,29056,1358,32,,,,,,5432
19483,2017-12-22 15:23:11.608116915,1513927391.6081169,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356572256,0,1,0,0,,29056,1358,32,,,,,,6790
19484,2017-12-22 15:23:11.608203835,1513927391.608204,192.168.82.72,222.29.98.225,TCP,59027,40002,356569540,3156777493,0,1,0,0,,3145728,0,32,,0.000089232,,,,
19485,2017-12-22 15:23:11.608222284,1513927391.6082222,192.168.82.72,222.29.98.225,TCP,59027,40002,356572256,3156777493,0,1,0,0,,3145728,0,32,,0.000105893,,,,
19486,2017-12-22 15:23:11.608645165,1513927391.6086452,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356573614,0,1,0,0,,29056,1358,32,,,,,,2716
19487,2017-12-22 15:23:11.608646186,1513927391.6086462,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356574972,0,1,0,0,,29056,1358,32,,,,,,4074
19488,2017-12-22 15:23:11.608727061,1513927391.608727,192.168.82.72,222.29.98.225,TCP,59027,40002,356574972,3156777493,0,1,0,0,,3145728,0,32,,0.000081896,,,,
19489,2017-12-22 15:23:11.612887112,1513927391.6128871,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356576330,0,1,0,0,,29056,1358,32,,,,,,2716
19490,2017-12-22 15:23:11.612888253,1513927391.6128883,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356577688,0,1,0,0,,29056,1358,32,,,,,,4074
19491,2017-12-22 15:23:11.612888794,1513927391.6128888,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356579046,0,1,0,0,,29056,1358,32,,,,,,5432
19492,2017-12-22 15:23:11.612889353,1513927391.6128893,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356580404,0,1,0,0,,29056,1358,32,,,,,,6790
19493,2017-12-22 15:23:11.612976103,1513927391.612976,192.168.82.72,222.29.98.225,TCP,59027,40002,356577688,3156777493,0,1,0,0,,3145728,0,32,,0.000088991,,,,
19494,2017-12-22 15:23:11.612994537,1513927391.6129944,192.168.82.72,222.29.98.225,TCP,59027,40002,356580404,3156777493,0,1,0,0,,3145728,0,32,,0.000105743,,,,
19495,2017-12-22 15:23:11.615103525,1513927391.6151035,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356581762,0,1,0,0,,29056,1358,32,,,,,,2716
19496,2017-12-22 15:23:11.615104586,1513927391.6151047,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356583120,0,1,0,0,,29056,1358,32,,,,,,4074
19497,2017-12-22 15:23:11.615105293,1513927391.6151054,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356584478,0,1,0,0,,29056,1358,32,,,,,,5432
19498,2017-12-22 15:23:11.615189631,1513927391.6151896,192.168.82.72,222.29.98.225,TCP,59027,40002,356583120,3156777493,0,1,0,0,,3145728,0,32,,0.000086106,,,,
19499,2017-12-22 15:23:11.615206942,1513927391.615207,192.168.82.72,222.29.98.225,TCP,59027,40002,356585836,3156777493,0,1,0,0,,3145728,0,32,,0.000101649,,,,
19500,2017-12-22 15:23:11.615899353,1513927391.6158993,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356585836,0,1,0,0,,29056,1358,32,,,,,,1358
19501,2017-12-22 15:23:11.615900519,1513927391.6159005,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356587194,0,1,0,0,,29056,1358,32,,,,,,2716
19502,2017-12-22 15:23:11.615901183,1513927391.6159012,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356588552,0,1,0,0,,29056,1358,32,,,,,,4074
19503,2017-12-22 15:23:11.615901680,1513927391.6159017,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356589910,0,1,0,0,,29056,1358,32,,,,,,5432
19504,2017-12-22 15:23:11.615992579,1513927391.6159925,192.168.82.72,222.29.98.225,TCP,59027,40002,356588552,3156777493,0,1,0,0,,3145728,0,32,,0.000092060,,,,
19505,2017-12-22 15:23:11.616006856,1513927391.6160069,192.168.82.72,222.29.98.225,TCP,59027,40002,356591268,3156777493,0,1,0,0,,3145728,0,32,,0.000105176,,,,
19506,2017-12-22 15:23:11.626030035,1513927391.62603,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356591268,0,1,0,0,,29056,1358,32,,,,,,1358
19507,2017-12-22 15:23:11.626031540,1513927391.6260316,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356592626,0,1,0,0,,29056,1358,32,,,,,,2716
19508,2017-12-22 15:23:11.626032223,1513927391.626032,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356593984,0,1,0,0,,29056,1358,32,,,,,,4074
19509,2017-12-22 15:23:11.626032788,1513927391.6260328,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356595342,0,1,0,0,,29056,1358,32,,,,,,5432
19510,2017-12-22 15:23:11.626140514,1513927391.6261406,192.168.82.72,222.29.98.225,TCP,59027,40002,356593984,3156777493,0,1,0,0,,3145728,0,32,,0.000108974,,,,
19511,2017-12-22 15:23:11.626158907,1513927391.626159,192.168.82.72,222.29.98.225,TCP,59027,40002,356596700,3156777493,0,1,0,0,,3145728,0,32,,0.000126119,,,,
19512,2017-12-22 15:23:11.626859061,1513927391.626859,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356596700,0,1,0,0,,29056,1358,32,,,,,,1358
19513,2017-12-22 15:23:11.626860462,1513927391.6268604,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356598058,0,1,0,0,,29056,1358,32,,,,,,2716
19514,2017-12-22 15:23:11.626861083,1513927391.626861,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356599416,0,1,0,0,,29056,1358,32,,,,,,4074
19515,2017-12-22 15:23:11.626965103,1513927391.626965,192.168.82.72,222.29.98.225,TCP,59027,40002,356599416,3156777493,0,1,0,0,,3145728,0,32,,0.000104641,,,,
19516,2017-12-22 15:23:11.627676980,1513927391.627677,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356600774,0,1,0,0,,29056,1358,32,,,,,,2716
19517,2017-12-22 15:23:11.627678282,1513927391.6276784,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356602132,0,1,0,0,,29056,1358,32,,,,,,4074
19518,2017-12-22 15:23:11.627678904,1513927391.6276789,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356603490,0,1,0,0,,29056,1358,32,,,,,,5432
19519,2017-12-22 15:23:11.627776384,1513927391.6277764,192.168.82.72,222.29.98.225,TCP,59027,40002,356602132,3156777493,0,1,0,0,,3145728,0,32,,0.000099404,,,,
19520,2017-12-22 15:23:11.627798311,1513927391.6277983,192.168.82.72,222.29.98.225,TCP,59027,40002,356604848,3156777493,0,1,0,0,,3145728,0,32,,0.000119407,,,,
19521,2017-12-22 15:23:11.631845111,1513927391.631845,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356604848,0,1,0,0,,29056,1358,32,,,,,,1358
19522,2017-12-22 15:23:11.631846505,1513927391.6318464,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356606206,0,1,0,0,,29056,1358,32,,,,,,2716
19523,2017-12-22 15:23:11.631847120,1513927391.6318471,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356607564,0,1,0,0,,29056,1358,32,,,,,,4074
19524,2017-12-22 15:23:11.631847735,1513927391.6318476,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356608922,0,1,0,0,,29056,1358,32,,,,,,5432
19525,2017-12-22 15:23:11.631962948,1513927391.631963,192.168.82.72,222.29.98.225,TCP,59027,40002,356607564,3156777493,0,1,0,0,,3145728,0,32,,0.000116443,,,,
19526,2017-12-22 15:23:11.631986884,1513927391.6319869,192.168.82.72,222.29.98.225,TCP,59027,40002,356610280,3156777493,0,1,0,0,,3145728,0,32,,0.000139149,,,,
19527,2017-12-22 15:23:11.638917355,1513927391.6389174,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356610280,0,1,0,0,,29056,1358,32,,,,,,1358
19528,2017-12-22 15:23:11.638918943,1513927391.6389189,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356611638,0,1,0,0,,29056,1358,32,,,,,,2716
19529,2017-12-22 15:23:11.638919589,1513927391.6389196,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356612996,0,1,0,0,,29056,1358,32,,,,,,4074
19530,2017-12-22 15:23:11.639025360,1513927391.6390254,192.168.82.72,222.29.98.225,TCP,59027,40002,356612996,3156777493,0,1,0,0,,3145728,0,32,,0.000106417,,,,
19531,2017-12-22 15:23:11.655108784,1513927391.6551087,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356614354,0,1,0,0,,29056,1358,32,,,,,,2716
19532,2017-12-22 15:23:11.655109953,1513927391.65511,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356615712,0,1,0,0,,29056,1358,32,,,,,,4074
19533,2017-12-22 15:23:11.655110515,1513927391.6551106,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356617070,0,1,0,0,,29056,1358,32,,,,,,5432
19534,2017-12-22 15:23:11.655194602,1513927391.6551945,192.168.82.72,222.29.98.225,TCP,59027,40002,356615712,3156777493,0,1,0,0,,3145728,0,32,,0.000085818,,,,
19535,2017-12-22 15:23:11.655215287,1513927391.6552153,192.168.82.72,222.29.98.225,TCP,59027,40002,356618428,3156777493,0,1,0,0,,3145728,0,32,,0.000104772,,,,
19536,2017-12-22 15:23:11.655372468,1513927391.6553724,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356618428,0,1,0,0,,29056,1358,32,,,,,,1358
