_ws.col.No.,_ws.col.Time,timestamp,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,tcp.srcport,tcp.dstport,tcp.ack,tcp.seq,tcp.flags.syn,tcp.flags.ack,tcp.flags.fin,tcp.flags.reset,tcp.options.mptcp.rawdataseqno,tcp.window_size,tcp.len,tcp.hdr_len,tcp.analysis.lost_segment,tcp.analysis.ack_rtt,tcp.analysis.retransmission,tcp.analysis.fast_retransmission,tcp.analysis.spurious_retransmission,tcp.analysis.bytes_in_flight
8583,2017-12-22 15:21:51.405023342,1513927311.4050233,192.168.82.72,222.29.98.225,TCP,59027,40002,347832168,3156777493,0,1,0,0,,3145728,0,32,,0.000019791,,,,
8584,2017-12-22 15:21:51.406732748,1513927311.4067328,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347833526,0,1,0,0,,29056,1358,32,,,,,,2716
8585,2017-12-22 15:21:51.406733020,1513927311.406733,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347834884,0,1,0,0,,29056,1358,32,,,,,,4074
8586,2017-12-22 15:21:51.406733217,1513927311.4067333,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347836242,0,1,0,0,,29056,1358,32,,,,,,5432
8587,2017-12-22 15:21:51.406746403,1513927311.4067464,192.168.82.72,222.29.98.225,TCP,59027,40002,347834884,3156777493,0,1,0,0,,3145728,0,32,,0.000013655,,,,
8588,2017-12-22 15:21:51.406750320,1513927311.4067502,192.168.82.72,222.29.98.225,TCP,59027,40002,347837600,3156777493,0,1,0,0,,3145728,0,32,,0.000017103,,,,
8589,2017-12-22 15:21:51.408751845,1513927311.4087517,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347837600,0,1,0,0,,29056,1358,32,,,,,,1358
8590,2017-12-22 15:21:51.408752148,1513927311.4087522,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347838958,0,1,0,0,,29056,1358,32,,,,,,2716
8591,2017-12-22 15:21:51.408752337,1513927311.4087524,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347840316,0,1,0,0,,29056,1358,32,,,,,,4074
8592,2017-12-22 15:21:51.408767863,1513927311.408768,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347841674,0,1,0,0,,29056,1358,32,,,,,,5432
8593,2017-12-22 15:21:51.408769134,1513927311.4087691,192.168.82.72,222.29.98.225,TCP,59027,40002,347840316,3156777493,0,1,0,0,,3145728,0,32,,0.000016986,,,,
8594,2017-12-22 15:21:51.408774549,1513927311.4087746,192.168.82.72,222.29.98.225,TCP,59027,40002,347843032,3156777493,0,1,0,0,,3145728,0,32,,0.000006686,,,,
8595,2017-12-22 15:21:51.410900172,1513927311.4109,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347843032,0,1,0,0,,29056,1358,32,,,,,,1358
8596,2017-12-22 15:21:51.410900439,1513927311.4109004,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347844390,0,1,0,0,,29056,1358,32,,,,,,2716
8597,2017-12-22 15:21:51.410914404,1513927311.4109144,192.168.82.72,222.29.98.225,TCP,59027,40002,347845748,3156777493,0,1,0,0,,3145728,0,32,,0.000013965,,,,
8598,2017-12-22 15:21:51.410937284,1513927311.4109373,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347845748,0,1,0,0,,29056,1358,32,,,,,,1358
8599,2017-12-22 15:21:51.411005357,1513927311.4110053,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347847106,0,1,0,0,,29056,1358,32,,,,,,2716
8600,2017-12-22 15:21:51.411017498,1513927311.4110174,192.168.82.72,222.29.98.225,TCP,59027,40002,347848464,3156777493,0,1,0,0,,3145728,0,32,,0.000012141,,,,
8601,2017-12-22 15:21:51.420953292,1513927311.4209533,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347848464,0,1,0,0,,29056,1358,32,,,,,,1358
8602,2017-12-22 15:21:51.420989077,1513927311.420989,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347849822,0,1,0,0,,29056,1358,32,,,,,,2716
8603,2017-12-22 15:21:51.420997420,1513927311.4209974,192.168.82.72,222.29.98.225,TCP,59027,40002,347851180,3156777493,0,1,0,0,,3145728,0,32,,0.000008343,,,,
8604,2017-12-22 15:21:51.421079272,1513927311.4210792,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347851180,0,1,0,0,,29056,1358,32,,,,,,1358
8605,2017-12-22 15:21:51.421080028,1513927311.42108,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347852538,0,1,0,0,,29056,1358,32,,,,,,2716
8606,2017-12-22 15:21:51.421094270,1513927311.4210942,192.168.82.72,222.29.98.225,TCP,59027,40002,347853896,3156777493,0,1,0,0,,3145728,0,32,,0.000014242,,,,
8607,2017-12-22 15:21:51.421113920,1513927311.421114,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347853896,0,1,0,0,,29056,1358,32,,,,,,1358
8608,2017-12-22 15:21:51.421201179,1513927311.4212012,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347855254,0,1,0,0,,29056,1358,32,,,,,,2716
8609,2017-12-22 15:21:51.421201615,1513927311.4212017,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347856612,0,1,0,0,,29056,1358,32,,,,,,4074
8610,2017-12-22 15:21:51.421212267,1513927311.4212122,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347857970,0,1,0,0,,29056,1358,32,,,,,,5432
8611,2017-12-22 15:21:51.421217434,1513927311.4212174,192.168.82.72,222.29.98.225,TCP,59027,40002,347856612,3156777493,0,1,0,0,,3145728,0,32,,0.000016255,,,,
8612,2017-12-22 15:21:51.421222392,1513927311.4212224,192.168.82.72,222.29.98.225,TCP,59027,40002,347859328,3156777493,0,1,0,0,,3145728,0,32,,0.000010125,,,,
8613,2017-12-22 15:21:51.425095467,1513927311.4250956,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347859328,0,1,0,0,,29056,1358,32,,,,,,1358
8614,2017-12-22 15:21:51.425096091,1513927311.425096,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347860686,0,1,0,0,,29056,1358,32,,,,,,2716
8615,2017-12-22 15:21:51.425096266,1513927311.4250963,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347862044,0,1,0,0,,29056,1358,32,,,,,,4074
8616,2017-12-22 15:21:51.425125748,1513927311.4251258,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347863402,0,1,0,0,,29056,1358,32,,,,,,5432
8617,2017-12-22 15:21:51.425135876,1513927311.4251359,192.168.82.72,222.29.98.225,TCP,59027,40002,347862044,3156777493,0,1,0,0,,3145728,0,32,,0.000039785,,,,
8618,2017-12-22 15:21:51.425142127,1513927311.425142,192.168.82.72,222.29.98.225,TCP,59027,40002,347864760,3156777493,0,1,0,0,,3145728,0,32,,0.000016379,,,,
8619,2017-12-22 15:21:51.425163639,1513927311.4251637,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347864760,0,1,0,0,,29056,1358,32,,,,,,1358
8620,2017-12-22 15:21:51.425256661,1513927311.4252567,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347866118,0,1,0,0,,29056,1358,32,,,,,,2716
8621,2017-12-22 15:21:51.425257507,1513927311.4252574,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347867476,0,1,0,0,,29056,1358,32,,,,,,4074
8622,2017-12-22 15:21:51.425271272,1513927311.4252713,192.168.82.72,222.29.98.225,TCP,59027,40002,347867476,3156777493,0,1,0,0,,3145728,0,32,,0.000014611,,,,
8623,2017-12-22 15:21:51.425279945,1513927311.4252799,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347868834,0,1,0,0,,29056,1358,32,,,,,,2716
8624,2017-12-22 15:21:51.425289411,1513927311.4252894,192.168.82.72,222.29.98.225,TCP,59027,40002,347870192,3156777493,0,1,0,0,,3145728,0,32,,0.000009466,,,,
8625,2017-12-22 15:21:51.425374063,1513927311.425374,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347870192,0,1,0,0,,29056,1358,32,,,,,,1358
8626,2017-12-22 15:21:51.425374522,1513927311.4253745,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347871550,0,1,0,0,,29056,1358,32,,,,,,2716
8627,2017-12-22 15:21:51.425390846,1513927311.425391,192.168.82.72,222.29.98.225,TCP,59027,40002,347872908,3156777493,0,1,0,0,,3145728,0,32,,0.000016324,,,,
8628,2017-12-22 15:21:51.425395938,1513927311.425396,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347872908,0,1,0,0,,29056,1358,32,,,,,,1358
8629,2017-12-22 15:21:51.425486967,1513927311.425487,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347874266,0,1,0,0,,29056,1358,32,,,,,,2716
8630,2017-12-22 15:21:51.425487713,1513927311.4254878,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347875624,0,1,0,0,,29056,1358,32,,,,,,4074
8631,2017-12-22 15:21:51.425501703,1513927311.4255016,192.168.82.72,222.29.98.225,TCP,59027,40002,347875624,3156777493,0,1,0,0,,3145728,0,32,,0.000014736,,,,
8632,2017-12-22 15:21:51.425509350,1513927311.4255095,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347876982,0,1,0,0,,29056,1358,32,,,,,,2716
8633,2017-12-22 15:21:51.425519380,1513927311.4255195,192.168.82.72,222.29.98.225,TCP,59027,40002,347878340,3156777493,0,1,0,0,,3145728,0,32,,0.000010030,,,,
8634,2017-12-22 15:21:51.426886295,1513927311.4268863,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347878340,0,1,0,0,,29056,1358,32,,,,,,1358
8635,2017-12-22 15:21:51.426921545,1513927311.4269216,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347879698,0,1,0,0,,29056,1358,32,,,,,,2716
8636,2017-12-22 15:21:51.426926833,1513927311.4269269,192.168.82.72,222.29.98.225,TCP,59027,40002,347881056,3156777493,0,1,0,0,,3145728,0,32,,0.000005288,,,,
8637,2017-12-22 15:21:51.427007132,1513927311.4270072,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347881056,0,1,0,0,,29056,1358,32,,,,,,1358
8638,2017-12-22 15:21:51.427007933,1513927311.427008,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347882414,0,1,0,0,,29056,1358,32,,,,,,2716
8639,2017-12-22 15:21:51.427022518,1513927311.4270225,192.168.82.72,222.29.98.225,TCP,59027,40002,347883772,3156777493,0,1,0,0,,3145728,0,32,,0.000014585,,,,
8640,2017-12-22 15:21:51.428865827,1513927311.428866,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347883772,0,1,0,0,,29056,1358,32,,,,,,1358
8641,2017-12-22 15:21:51.428877507,1513927311.4288776,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347887846,0,1,0,0,,29056,1358,32,1,,,,,
8642,2017-12-22 15:21:51.428866218,1513927311.4288661,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347885130,0,1,0,0,,29056,1358,32,,,1,,,
8643,2017-12-22 15:21:51.428866491,1513927311.4288664,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347886488,0,1,0,0,,29056,1358,32,,,1,,,
8644,2017-12-22 15:21:51.428905375,1513927311.4289055,192.168.82.72,222.29.98.225,TCP,59027,40002,347885130,3156777493,0,1,0,0,,3144704,0,44,,0.000039548,,,,
8645,2017-12-22 15:21:51.428911000,1513927311.428911,192.168.82.72,222.29.98.225,TCP,59027,40002,347886488,3156777493,0,1,0,0,,3143680,0,44,,0.000044782,,,,
8646,2017-12-22 15:21:51.428913502,1513927311.4289136,192.168.82.72,222.29.98.225,TCP,59027,40002,347889204,3156777493,0,1,0,0,,3141632,0,32,,0.000035995,,,,
8647,2017-12-22 15:21:51.430967705,1513927311.4309678,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347889204,0,1,0,0,,29056,1358,32,,,,,,1358
8648,2017-12-22 15:21:51.430968130,1513927311.430968,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347890562,0,1,0,0,,29056,1358,32,,,,,,2716
8649,2017-12-22 15:21:51.430968424,1513927311.4309685,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347891920,0,1,0,0,,29056,1358,32,,,,,,4074
8650,2017-12-22 15:21:51.431000991,1513927311.431001,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347893278,0,1,0,0,,29056,1358,32,,,,,,5432
8651,2017-12-22 15:21:51.431006577,1513927311.4310067,192.168.82.72,222.29.98.225,TCP,59027,40002,347890562,3156777493,0,1,0,0,,3145728,0,32,,0.000038872,,,,
8652,2017-12-22 15:21:51.431013554,1513927311.4310136,192.168.82.72,222.29.98.225,TCP,59027,40002,347891920,3156777493,0,1,0,0,,3145728,0,32,,0.000045424,,,,
8653,2017-12-22 15:21:51.431016000,1513927311.431016,192.168.82.72,222.29.98.225,TCP,59027,40002,347893278,3156777493,0,1,0,0,,3145728,0,32,,0.000047576,,,,
8654,2017-12-22 15:21:51.431018926,1513927311.4310188,192.168.82.72,222.29.98.225,TCP,59027,40002,347894636,3156777493,0,1,0,0,,3145728,0,32,,0.000017935,,,,
8655,2017-12-22 15:21:51.431038922,1513927311.4310389,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347894636,0,1,0,0,,29056,1358,32,,,,,,1358
8656,2017-12-22 15:21:51.431049244,1513927311.4310493,192.168.82.72,222.29.98.225,TCP,59027,40002,347895994,3156777493,0,1,0,0,,3145728,0,32,,0.000010322,,,,
8657,2017-12-22 15:21:51.432970460,1513927311.4329705,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347895994,0,1,0,0,,29056,1358,32,,,,,,1358
8658,2017-12-22 15:21:51.432971084,1513927311.432971,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347897352,0,1,0,0,,29056,1358,32,,,,,,2716
8659,2017-12-22 15:21:51.432971285,1513927311.4329712,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347898710,0,1,0,0,,29056,1358,32,,,,,,4074
8660,2017-12-22 15:21:51.433007179,1513927311.4330072,192.168.82.72,222.29.98.225,TCP,59027,40002,347897352,3156777493,0,1,0,0,,3145728,0,32,,0.000036719,,,,
8661,2017-12-22 15:21:51.433012475,1513927311.4330125,192.168.82.72,222.29.98.225,TCP,59027,40002,347898710,3156777493,0,1,0,0,,3145728,0,32,,0.000041391,,,,
8662,2017-12-22 15:21:51.433014957,1513927311.4330149,192.168.82.72,222.29.98.225,TCP,59027,40002,347900068,3156777493,0,1,0,0,,3145728,0,32,,0.000043672,,,,
8663,2017-12-22 15:21:51.435011440,1513927311.4350114,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347900068,0,1,0,0,,29056,1358,32,,,,,,1358
8664,2017-12-22 15:21:51.435022681,1513927311.4350226,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347904142,0,1,0,0,,29056,1358,32,1,,,,,
8665,2017-12-22 15:21:51.435011935,1513927311.4350119,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347901426,0,1,0,0,,29056,1358,32,,,1,,,
8666,2017-12-22 15:21:51.435012124,1513927311.435012,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347902784,0,1,0,0,,29056,1358,32,,,1,,,
8667,2017-12-22 15:21:51.435046277,1513927311.4350462,192.168.82.72,222.29.98.225,TCP,59027,40002,347901426,3156777493,0,1,0,0,,3145728,0,32,,0.000034837,,,,
8668,2017-12-22 15:21:51.435052960,1513927311.4350529,192.168.82.72,222.29.98.225,TCP,59027,40002,347901426,3156777493,0,1,0,0,,3145728,0,44,,,,,,
8669,2017-12-22 15:21:51.435056485,1513927311.4350564,192.168.82.72,222.29.98.225,TCP,59027,40002,347902784,3156777493,0,1,0,0,,3144704,0,44,,0.000044550,,,,
8670,2017-12-22 15:21:51.435059777,1513927311.4350598,192.168.82.72,222.29.98.225,TCP,59027,40002,347905500,3156777493,0,1,0,0,,3144704,0,32,,0.000037096,,,,
8671,2017-12-22 15:21:51.436759749,1513927311.4367597,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347905500,0,1,0,0,,29056,1358,32,,,,,,1358
8672,2017-12-22 15:21:51.436760419,1513927311.4367604,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347906858,0,1,0,0,,29056,1358,32,,,,,,2716
8673,2017-12-22 15:21:51.436760597,1513927311.4367607,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347908216,0,1,0,0,,29056,1358,32,,,,,,4074
8674,2017-12-22 15:21:51.436794696,1513927311.4367948,192.168.82.72,222.29.98.225,TCP,59027,40002,347906858,3156777493,0,1,0,0,,3145728,0,32,,0.000034947,,,,
8675,2017-12-22 15:21:51.436800062,1513927311.4368,192.168.82.72,222.29.98.225,TCP,59027,40002,347908216,3156777493,0,1,0,0,,3145728,0,32,,0.000039643,,,,
8676,2017-12-22 15:21:51.436802661,1513927311.4368026,192.168.82.72,222.29.98.225,TCP,59027,40002,347909574,3156777493,0,1,0,0,,3145728,0,32,,0.000042064,,,,
8677,2017-12-22 15:21:51.438781163,1513927311.4387813,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347909574,0,1,0,0,,29056,1358,32,,,,,,1358
8678,2017-12-22 15:21:51.438781661,1513927311.4387817,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347910932,0,1,0,0,,29056,1358,32,,,,,,2716
8679,2017-12-22 15:21:51.438781836,1513927311.4387817,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347912290,0,1,0,0,,29056,1358,32,,,,,,4074
8680,2017-12-22 15:21:51.438816283,1513927311.4388163,192.168.82.72,222.29.98.225,TCP,59027,40002,347910932,3156777493,0,1,0,0,,3145728,0,32,,0.000035120,,,,
8681,2017-12-22 15:21:51.438822477,1513927311.4388225,192.168.82.72,222.29.98.225,TCP,59027,40002,347912290,3156777493,0,1,0,0,,3145728,0,32,,0.000040816,,,,
8682,2017-12-22 15:21:51.438824921,1513927311.438825,192.168.82.72,222.29.98.225,TCP,59027,40002,347913648,3156777493,0,1,0,0,,3145728,0,32,,0.000043085,,,,
8683,2017-12-22 15:21:51.440964499,1513927311.4409645,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347913648,0,1,0,0,,29056,1358,32,,,,,,1358
8684,2017-12-22 15:21:51.440977873,1513927311.4409778,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347917722,0,1,0,0,,29056,1358,32,1,,,,,
8685,2017-12-22 15:21:51.440965041,1513927311.440965,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347915006,0,1,0,0,,29056,1358,32,,,1,,,
8686,2017-12-22 15:21:51.440965222,1513927311.4409652,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347916364,0,1,0,0,,29056,1358,32,,,1,,,
8687,2017-12-22 15:21:51.441001361,1513927311.4410014,192.168.82.72,222.29.98.225,TCP,59027,40002,347915006,3156777493,0,1,0,0,,3145728,0,32,,0.000036862,,,,
8688,2017-12-22 15:21:51.441008301,1513927311.4410083,192.168.82.72,222.29.98.225,TCP,59027,40002,347915006,3156777493,0,1,0,0,,3145728,0,44,,,,,,
8689,2017-12-22 15:21:51.441012259,1513927311.4410121,192.168.82.72,222.29.98.225,TCP,59027,40002,347916364,3156777493,0,1,0,0,,3144704,0,44,,0.000047218,,,,
8690,2017-12-22 15:21:51.441015658,1513927311.4410157,192.168.82.72,222.29.98.225,TCP,59027,40002,347919080,3156777493,0,1,0,0,,3144704,0,32,,0.000037785,,,,
8691,2017-12-22 15:21:51.442913050,1513927311.442913,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347919080,0,1,0,0,,29056,1358,32,,,,,,1358
8692,2017-12-22 15:21:51.442913459,1513927311.4429135,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347920438,0,1,0,0,,29056,1358,32,,,,,,2716
8693,2017-12-22 15:21:51.442913646,1513927311.4429135,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347921796,0,1,0,0,,29056,1358,32,,,,,,4074
8694,2017-12-22 15:21:51.442948027,1513927311.442948,192.168.82.72,222.29.98.225,TCP,59027,40002,347920438,3156777493,0,1,0,0,,3145728,0,32,,0.000034977,,,,
8695,2017-12-22 15:21:51.442953780,1513927311.4429538,192.168.82.72,222.29.98.225,TCP,59027,40002,347921796,3156777493,0,1,0,0,,3145728,0,32,,0.000040321,,,,
8696,2017-12-22 15:21:51.442956184,1513927311.4429562,192.168.82.72,222.29.98.225,TCP,59027,40002,347923154,3156777493,0,1,0,0,,3145728,0,32,,0.000042538,,,,
8697,2017-12-22 15:21:51.444864493,1513927311.4448645,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347923154,0,1,0,0,,29056,1358,32,,,,,,1358
8698,2017-12-22 15:21:51.444877795,1513927311.4448779,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347927228,0,1,0,0,,29056,1358,32,1,,,,,
8699,2017-12-22 15:21:51.444864946,1513927311.444865,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347924512,0,1,0,0,,29056,1358,32,,,1,,,
8700,2017-12-22 15:21:51.444865292,1513927311.4448652,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347925870,0,1,0,0,,29056,1358,32,,,1,,,
8701,2017-12-22 15:21:51.444902957,1513927311.444903,192.168.82.72,222.29.98.225,TCP,59027,40002,347924512,3156777493,0,1,0,0,,3145728,0,32,,0.000038464,,,,
8702,2017-12-22 15:21:51.444909923,1513927311.4449098,192.168.82.72,222.29.98.225,TCP,59027,40002,347924512,3156777493,0,1,0,0,,3145728,0,44,,,,,,
8703,2017-12-22 15:21:51.444913174,1513927311.4449131,192.168.82.72,222.29.98.225,TCP,59027,40002,347925870,3156777493,0,1,0,0,,3144704,0,44,,0.000048228,,,,
8704,2017-12-22 15:21:51.444916518,1513927311.4449165,192.168.82.72,222.29.98.225,TCP,59027,40002,347928586,3156777493,0,1,0,0,,3144704,0,32,,0.000038723,,,,
8705,2017-12-22 15:21:51.446738792,1513927311.4467387,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347928586,0,1,0,0,,29056,1358,32,,,,,,1358
8706,2017-12-22 15:21:51.446739363,1513927311.4467394,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347929944,0,1,0,0,,29056,1358,32,,,,,,2716
8707,2017-12-22 15:21:51.446739553,1513927311.4467394,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347931302,0,1,0,0,,29056,1358,32,,,,,,4074
8708,2017-12-22 15:21:51.446774382,1513927311.4467745,192.168.82.72,222.29.98.225,TCP,59027,40002,347929944,3156777493,0,1,0,0,,3145728,0,32,,0.000035590,,,,
8709,2017-12-22 15:21:51.446780107,1513927311.4467802,192.168.82.72,222.29.98.225,TCP,59027,40002,347931302,3156777493,0,1,0,0,,3145728,0,32,,0.000040744,,,,
8710,2017-12-22 15:21:51.446782832,1513927311.4467828,192.168.82.72,222.29.98.225,TCP,59027,40002,347932660,3156777493,0,1,0,0,,3145728,0,32,,0.000043279,,,,
8711,2017-12-22 15:21:51.448865397,1513927311.4488654,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347932660,0,1,0,0,,29056,1358,32,,,,,,1358
8712,2017-12-22 15:21:51.448866071,1513927311.4488661,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347934018,0,1,0,0,,29056,1358,32,,,,,,2716
8713,2017-12-22 15:21:51.448866236,1513927311.4488661,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347935376,0,1,0,0,,29056,1358,32,,,,,,4074
8714,2017-12-22 15:21:51.448901833,1513927311.448902,192.168.82.72,222.29.98.225,TCP,59027,40002,347934018,3156777493,0,1,0,0,,3145728,0,32,,0.000036436,,,,
8715,2017-12-22 15:21:51.448906888,1513927311.448907,192.168.82.72,222.29.98.225,TCP,59027,40002,347935376,3156777493,0,1,0,0,,3145728,0,32,,0.000040817,,,,
8716,2017-12-22 15:21:51.448909420,1513927311.4489095,192.168.82.72,222.29.98.225,TCP,59027,40002,347936734,3156777493,0,1,0,0,,3145728,0,32,,0.000043184,,,,
8717,2017-12-22 15:21:51.450956146,1513927311.450956,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347936734,0,1,0,0,,29056,1358,32,,,,,,1358
8718,2017-12-22 15:21:51.450956904,1513927311.4509568,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347938092,0,1,0,0,,29056,1358,32,,,,,,2716
8719,2017-12-22 15:21:51.450957071,1513927311.450957,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347939450,0,1,0,0,,29056,1358,32,,,,,,4074
8720,2017-12-22 15:21:51.450978655,1513927311.4509788,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347940808,0,1,0,0,,29056,1358,32,,,,,,5432
8721,2017-12-22 15:21:51.450988341,1513927311.4509883,192.168.82.72,222.29.98.225,TCP,59027,40002,347938092,3156777493,0,1,0,0,,3145728,0,32,,0.000032195,,,,
8722,2017-12-22 15:21:51.450994136,1513927311.4509943,192.168.82.72,222.29.98.225,TCP,59027,40002,347939450,3156777493,0,1,0,0,,3145728,0,32,,0.000037232,,,,
8723,2017-12-22 15:21:51.450996567,1513927311.4509966,192.168.82.72,222.29.98.225,TCP,59027,40002,347940808,3156777493,0,1,0,0,,3145728,0,32,,0.000039496,,,,
8724,2017-12-22 15:21:51.450999340,1513927311.4509993,192.168.82.72,222.29.98.225,TCP,59027,40002,347942166,3156777493,0,1,0,0,,3145728,0,32,,0.000020685,,,,
8725,2017-12-22 15:21:51.452910244,1513927311.4529102,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347942166,0,1,0,0,,29056,1358,32,,,,,,1358
8726,2017-12-22 15:21:51.452910657,1513927311.4529107,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347943524,0,1,0,0,,29056,1358,32,,,,,,2716
8727,2017-12-22 15:21:51.452910836,1513927311.452911,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347944882,0,1,0,0,,29056,1358,32,,,,,,4074
8728,2017-12-22 15:21:51.452945364,1513927311.4529455,192.168.82.72,222.29.98.225,TCP,59027,40002,347943524,3156777493,0,1,0,0,,3145728,0,32,,0.000035120,,,,
8729,2017-12-22 15:21:51.452950823,1513927311.4529507,192.168.82.72,222.29.98.225,TCP,59027,40002,347944882,3156777493,0,1,0,0,,3145728,0,32,,0.000040166,,,,
8730,2017-12-22 15:21:51.452953163,1513927311.452953,192.168.82.72,222.29.98.225,TCP,59027,40002,347946240,3156777493,0,1,0,0,,3145728,0,32,,0.000042327,,,,
8731,2017-12-22 15:21:51.454845244,1513927311.4548452,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347946240,0,1,0,0,,29056,1358,32,,,,,,1358
8732,2017-12-22 15:21:51.454845753,1513927311.4548457,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347947598,0,1,0,0,,29056,1358,32,,,,,,2716
8733,2017-12-22 15:21:51.454845947,1513927311.454846,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347948956,0,1,0,0,,29056,1358,32,,,,,,4074
8734,2017-12-22 15:21:51.454863204,1513927311.4548633,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347950314,0,1,0,0,,29056,1358,32,,,,,,5432
